Title,Author_URL,Author_Name,App_Version,Rating,Review,Date
Easy Rider,https://itunes.apple.com/us/reviews/id626714104,Keith Goes Global,4.47.0,5,"I’m walking along the fairway in Zurich.  I’d rather be at the sleep spot a little sooner than walking right about now, but I don’t want to be confined by a taxi or try to pay attention to the right stop in a tram.  Enter Bird.  It’s perfect weather, I see the sights in the open air standing and in motion at an easy 30km.  So pleasant, and managing the app is a breeze.  ...once you find it in the App Store (just enter “Bird”).  Now I don’t want to head in!",8/17/19 21:31
Not cool,https://itunes.apple.com/us/reviews/id194155099,Alpha.Omega.,4.47.0,1,"Keep raising price without any notification.
The timer starts before the actual unlock. If a scooter has slow connection, you will still pay for the unlocking process time. Yes, it is only several seconds, but it’s not cool and it can add up.",8/17/19 21:13
Ok?,https://itunes.apple.com/us/reviews/id399323167,Risky 817,4.47.0,5,It’s a scooter what am I supposed to say?,8/17/19 20:52
First Ride Ever!,https://itunes.apple.com/us/reviews/id303558398,GME Mom,4.47.0,5,So much fun! And I didn’t die!,8/17/19 19:13
This is a REAL REVIEW,https://itunes.apple.com/us/reviews/id930526821,aaahellnawcuz,4.47.0,1,"Somebody is buying these positive reviews for you all. There are no ride zones in the city where you can actually pick a scooter up but can’t ride it. They don’t tell you that. I had to walk the scooter further out of the one just to drop it off. It doesn’t tell you that they shut down after midnight. I got stranded!! Plus it’s far too expensive, you do better walking or taking an Uber/Lyft. Bird y’all should be ashamed of this garbage you’re leaving around in these cities.",8/17/19 18:45
So fun,https://itunes.apple.com/us/reviews/id785137574,matthew heitzler,4.47.0,5,Blast riding around Milwaukee,8/17/19 18:15
Stopped working on busy street,https://itunes.apple.com/us/reviews/id897589283,hsjjahdjkdnwkekks,4.47.0,1,Quit working,8/17/19 17:25
Bird died,https://itunes.apple.com/us/reviews/id575334772,heathcliff slcumb,4.47.0,4,My bird died when I still wanted to ride,8/17/19 16:13
Nice Ride,https://itunes.apple.com/us/reviews/id100099604,ReviewToday,4.47.0,5,Best way to explore the city,8/17/19 14:29
Unfair,https://itunes.apple.com/us/reviews/id177245542,Amelia Allen ,4.47.0,1,I went or Cali to visit my brother and it made me load more than I was going to spend and now I have money that will never be used again because they don’t have them where I live . Absolutely ridiculous,8/16/19 22:56
Nice but expensive,https://itunes.apple.com/us/reviews/id537917069,nsrlkn,4.47.0,5,Nice but expensive,8/16/19 22:15
Better than a cage for sure,https://itunes.apple.com/us/reviews/id87661466,Mr Cheese Bacon,4.47.0,5,Don’t be a cager. Fly my friend!!,8/16/19 22:02
NEW PAYMENT METHOD IS A SCAM,https://itunes.apple.com/us/reviews/id87412729,Duh K1ng,4.47.0,1,"I have used the Bird app maybe 4 times total. The first time was when it came out and your credit card would be charged the exact amount of your ride, no more and no less.

NOW THEY FORCE YOU TO BUY A FIXED AMOUNT. So say you want to just use the scooter once and you would’ve paid maybe 2 dollars, they make you buy a 20$ credit that just stays in your account so if you don’t use the app often you just wasted 18$ that will just sit in your account.  

STUPID SHADY TACTIC BIRD COME ON. ARE YOU REALLY HURTING FOR MONEY THAT BAD THAT YOU NEED TO FORCE PEOPLE TO BUY LARGE CREDIT AMOUNTS???",8/16/19 21:11
Pretty good,https://itunes.apple.com/us/reviews/id426866328,rickflemdrip,4.47.0,4,These things are fun and the app shows where they are,8/16/19 18:24
Payment glitches and bugs makes this app unbearable,https://itunes.apple.com/us/reviews/id277551678,ethans501!,4.47.0,1,"I loaded 15€ of ride credit to my bird account while in Paris on July 30th. When I arrived back in the US and tried to use it in the states 3 weeks later the credit was gone.  Bird states that in Europe credit does not expire for 2 years. When I attempted to use the app again  there was 0.00 in my account and I had to add more. When I clicked 5.00 ride credit I was charged 20.00$ without my knowledge, only to find out after my ride had finished and I u relatedly checked my bank account. I have submitted a complaint to bird but I am incredibly frustrated with, to put it frankly, getting ripped off like this.",8/16/19 18:10
Joke !,https://itunes.apple.com/us/reviews/id567769743,True Experience,4.47.0,1,"What a joke , 1$ unlock fee 
It’s like asking customer to pay for entering a Walmart store and then pay for the products you buy :) 
Absolutely irrational , just money minting new categories . Don’t be surprised if they ask to pay to just see the bird scooter :)",8/16/19 15:52
Overpriced,https://itunes.apple.com/us/reviews/id528746072,arojwo,4.47.0,1,My family rented five different scooters and this one was the most expensive of all by more than $10 for the same exact ride. And one of ours stopped working.,8/16/19 07:12
Time restrictions,https://itunes.apple.com/us/reviews/id110713675,Cpaul3000,4.47.0,1,Time restriction,8/16/19 06:15
Stopped working half way through my ride,https://itunes.apple.com/us/reviews/id115486704,Cal Rat,4.47.0,1,And I was still charged $40.  I’ll be disputing that through American Express.,8/16/19 01:43
Best Thing to Ever Exist,https://itunes.apple.com/us/reviews/id437418233,prisca_kodi,4.47.0,5,Cut my walk time in half and it’s super fun!,8/15/19 22:57
Overcharged,https://itunes.apple.com/us/reviews/id1004242750,Ace1Vision,4.47.0,1,I was charged $5 3 times for one ride,8/15/19 22:34
Just fun,https://itunes.apple.com/us/reviews/id678346039,Pineapple King YT,4.47.0,5,Me and some friends were riding this in Nashville and we had a blast and we mad a gang called sons of Virgins and yeah boom roasted,8/15/19 19:59
Bird is a scam,https://itunes.apple.com/us/reviews/id967641536,Cole Michaelson,4.47.0,1,If you are a charger and you make lots of money they try to stall payments until the last minute if you catch to many birds when you try to release it will say this bird is not in your task list all so that they can stall on paying you it’s crazy then on top of that being paid within in 2405738491 hours is a complete lie it’s all about when they decide to pay you for example I realest about 10 bird Tuesday around 5am Wednesday comes nothing Thursday comes still nothing and all chargers know if you don’t get paid that Friday then you can forget about it until Monday I just wish you can cash out like you do Uber eats these birds are entirely to heavy to be doing all this for 5 dollar birds that use to be worth 20 each it’s really sad and depressing really,8/15/19 18:14
Hate it,https://itunes.apple.com/us/reviews/id614696995,ferminnnnn82,4.47.0,1,Did even take it out and got charged 2.00,8/15/19 16:10
Beware of the $20 charge!!,https://itunes.apple.com/us/reviews/id124407191,Enraged Rider,4.47.0,1,"The user interface of this app tricks you into purchasing a $20 pass and it’s very difficult to go around it if you just want to pay per ride. There are other ride services that have a better user interface such as Lime scooters, Wheels, etc. which won’t trick you into buying the passes if you won’t be using them frequently.",8/15/19 05:58
Very poor customer service,https://itunes.apple.com/us/reviews/id376487214,pussayfoot,4.47.0,1,"I had a terrible experience. My bird scooter started beeping loudly claiming I was in “the wrong zone” but when I looked at my phone it had a huge zone and it said it would charge me if I didn’t get out of the zone then the bird just shut off and so I had to drag it out of the zone and park it and the whole ordeal took way longer than my initial commute and was stressful. I had to load $5 just to take this $2 ride and when I asked for a refund they told me that “there were no issues with my ride” and refused. I’m gonna stick with Lime because I have used their scooters many times and I haven’t had a problem. I understand that sometimes malfunctions happen but when they do happen I expect a reimbursement or at least an acknowledgment of what happened.
All these scooters are broken and they do not refund you.",8/15/19 02:00
No Birds showing up,https://itunes.apple.com/us/reviews/id1060201928,Eve Espin,4.47.0,1,None of the birds in my city showed up. Even though I saw many all around the city. Because of this I wasn’t able to scan any bird.,8/14/19 22:37
Little power,https://itunes.apple.com/us/reviews/id581887091,Joaodafuzeta,4.47.0,4,Scooter had very little power/ speed,8/14/19 15:59
Yes!,https://itunes.apple.com/us/reviews/id970082241,Rbrewer87,4.46.0,5,"I just used the scooter for the first time. It was amazing, and got me to where I need it to be a shorter amount of time. I definitely recommend this to anyone who needs to travel a method other than a car. Great concept! Strongly encourage people to wear helmets.",8/14/19 13:59
Fun!,https://itunes.apple.com/us/reviews/id23461392,Tolan_Chef,4.47.0,5,Fun way to get around! Love it! Used it while visiting LA. 😀,8/14/19 02:16
No scooters,https://itunes.apple.com/us/reviews/id1057010583,chuckeeyfinster,4.47.0,1,"There are no scooters in the Baltimore area anymore, I see them on the street but not on my app",8/13/19 18:53
First Ride!!,https://itunes.apple.com/us/reviews/id571888695,LiLBrownRican,4.47.0,5,OMG! I had been wanting to ride the Bird for months. I finally got off work and decided today was the day. IT WAS AMAZING!!!,8/13/19 17:15
First time experience,https://itunes.apple.com/us/reviews/id537399569,edgie demn wolf,4.47.0,5,This was an awesome first time experience!,8/13/19 06:20
I wiped out.,https://itunes.apple.com/us/reviews/id921928395,Everyotherknicknameistaken?,4.47.0,4,Don’t forget to hit lips straight on and pop the front wheel.  I tried at an angle and wiped out.  Minor scratches.,8/13/19 05:27
Beach ride,https://itunes.apple.com/us/reviews/id704162847,Knights Boys,4.47.0,5,Me and my son had a blast First-time riders,8/13/19 01:11
No power,https://itunes.apple.com/us/reviews/id398335138,Macovyyci,4.47.0,1,Waste of time,8/12/19 21:48
Refund,https://itunes.apple.com/us/reviews/id224598134,jagsdrew,4.47.0,5,Can you refund the remaining balance on my account? Thank you,8/12/19 21:34
Expensive and not safe,https://itunes.apple.com/us/reviews/id361544889,LABBB7,4.46.0,1,"Wish I took an Uber. $15 for a few miles. If I would have split an Uber with my group of friends, it would have been cheaper and safer.",8/12/19 17:41
Scamming App,https://itunes.apple.com/us/reviews/id276318399,Yaafias,4.46.0,1,When you download the app it automatically turns on the “automatic reload”. So you may only pay for 5 minutes but if you don’t get off in 5 minutes it will continue to charge you.,8/12/19 05:16
Bird scooter in Memphis,https://itunes.apple.com/us/reviews/id877469522,mermaidfun,4.46.0,5,Was a very fun experience for our family outing,8/12/19 02:41
Parking and turning off is a nightmare,https://itunes.apple.com/us/reviews/id143612629,Zalextazy76,4.46.0,4,I had to walk 3 blocks to park it!?!?! So time keeps going by and I get charged more bc u have to find a parking area??? Zalextazy76,8/12/19 02:32
Down town tampa,https://itunes.apple.com/us/reviews/id127303261,Chelo2,4.46.0,4,Great transportation but it was moving very Very slow.,8/12/19 01:50
Birds rock,https://itunes.apple.com/us/reviews/id272235493,memphisbloak88,4.46.0,5,Easiest way to get around the city.,8/12/19 00:23
Birds,https://itunes.apple.com/us/reviews/id1011630910,kirstenwest,4.46.0,3,First off - need lights on bird. This is dangerous without them on the road at night. Second - you should have attachable helmets. No one will bring their own so you should enforce safety.,8/12/19 00:00
Excellent,https://itunes.apple.com/us/reviews/id233621519,wilson3184,4.46.0,5,"Nice ride, roll tide.",8/11/19 21:01
Helmet,https://itunes.apple.com/us/reviews/id148444920,KyleScottLA,4.46.0,5,"Should be a helmet attached to every bike. 

Thank you!",8/11/19 19:17
First time,https://itunes.apple.com/us/reviews/id33688215,hd hushed hfc,4.46.0,5,First time rider...had a blast !,8/11/19 19:02
Fun,https://itunes.apple.com/us/reviews/id175551570,Yankees0213,4.46.0,5,Awesome blossom possum,8/11/19 18:28
Great time,https://itunes.apple.com/us/reviews/id1058990055,Dequirs,4.46.0,5,Had an amazing time with my grandfather highly recommend this scooter app then the others and I got my next ride free.,8/11/19 16:33
Terrible EXPERIENCE,https://itunes.apple.com/us/reviews/id1058774019,RyRyRy24,4.46.0,1,I had the most horrible situation happen to me. My bird was in a no zone ride and I had to push for 40 min to get out of the no zone. Do not charge me,8/11/19 03:05
Slower and overpriced,https://itunes.apple.com/us/reviews/id8686042,Winali,4.46.0,1,"We rented a few scooters this weekend and was disappointed with Bird. They were the most expensive, slower than others (to the point of annoying) and made you prepay.....

Pick another scooter if available",8/10/19 23:58
Ride in Paris,https://itunes.apple.com/us/reviews/id182162163,Rickstars,4.46.0,4,"Loved the ride, but was unable to get two bikes at the same time; for my wife and I.",8/10/19 23:38
Total Fun,https://itunes.apple.com/us/reviews/id370912105,Anndy78,4.46.0,5,Me and friend rented some scooters in Nashville and it was very fun and a reasonable price I loved it it was so much fun.,8/10/19 23:10
Good.,https://itunes.apple.com/us/reviews/id209160879,2850oh,4.46.0,5,Good do,8/10/19 22:37
Error,https://itunes.apple.com/us/reviews/id120532408,dianarv7,4.46.0,1,"I cannot access! 
Only says connection error AND its not internet",8/10/19 20:53
Brake problem,https://itunes.apple.com/us/reviews/id133406668,Pelts palace,4.46.0,3,Brake pulses,8/10/19 20:46
The app keeps freezing,https://itunes.apple.com/us/reviews/id201603894,Moira Campbell,4.46.0,1,The app keeps freezing and does not work when I send a free ride. I tried sending a free ride and the application to the rider I sent a free ride to froze and wouldn't allow him to use his free ride. This glitch prevented us from riding. Please fix this glitch and have a great day.,8/10/19 19:35
Doesn’t work with VPN,https://itunes.apple.com/us/reviews/id503903055,nruegger,4.46.0,1,I contacted support and was flat out told that to use the app I couldn’t use a VPN. Clearly they don’t care about security.,8/10/19 14:09
Bird,https://itunes.apple.com/us/reviews/id32344828,1 muskateer,4.46.0,5,Good time,8/10/19 10:06
Hate,https://itunes.apple.com/us/reviews/id425041191,sydradcliffe,4.46.0,2,Fell off and really hurt myself. Hate this contraption. Suing you today.,8/10/19 06:12
Free ride scam!,https://itunes.apple.com/us/reviews/id43413639,bloodraid3351,4.46.0,1,"Think you will get a free ride from this app think again!

They will bill you for the ride upfront plus if you even go $0.01 over they will bill you again another $5-$10.

When you talk to support they will lie and tell you your free ride was already applied to your account but doesn’t show on your receipt or history.

They billed us $20 for what was only to be $1.25 for chargers that exceed the $5 free ride discount for 2 riders.

This company is a scam! Thinking people will get free rides don’t even try this app use another scooter like lime or spin.

Other than this the scooters business is not ready for prime-time with scooter located all over and it can be hard getting two together working or not behind a locked gate. We had to walk a mile just to get two scooters with good battery life/working in a major city.",8/10/19 02:55
Service,https://itunes.apple.com/us/reviews/id290284558,yaya12345555,4.46.0,2,Needs service handles is shakey,8/10/19 02:46
Austin,https://itunes.apple.com/us/reviews/id494291733,Momma Lankford,4.46.0,5,What a great way to see Austin  with my son,8/10/19 02:13
Not what I expected,https://itunes.apple.com/us/reviews/id275694028,Ladverde,4.46.0,1,"I was charged without my authorization 20 dollars of what was a 5 dollar ride. To which I tried to contact them, they did answer but the app keep crashing my message. I never saw the response to my message. Use other alternatives!",8/10/19 00:32
Me,https://itunes.apple.com/us/reviews/id573202070,3cebu,4.46.0,1,My friends and I rode to a fastfood joint.  We were there 5 minutes and a charger took 2 of the 5 scooters.  It was pretty obvious we had ridden scooters to get food and would potentially leave on the scooters.  It’s clear we could have rented the scooters for the entire time we were there but that’d be way more money than I want to pay.  It was a looong trudge back since there werent any other scooters nearby.  Don’t download the app unless you want unreliable transportation.,8/9/19 19:06
Mechanical issues,https://itunes.apple.com/us/reviews/id109361896,stlkats4,4.46.0,3,It’s about 50/50 with the Byrd scooters- some of them will not accelerate properly and are very slow.  Have to drop it and swap for another that works.  Kind of a pain!,8/9/19 18:14
Can’t log in,https://itunes.apple.com/us/reviews/id110298045,jcameron375,4.46.0,1,Used the scooter once then I couldn’t log in . Kept getting connection error.... switched to there competitor and had no issues with them..,8/9/19 15:37
GPS in metro areas,https://itunes.apple.com/us/reviews/id86479780,u6ermann,4.46.0,2,"When the dev team realizes that GPS is not that accurate in urban areas and therefore increases the radius of drop nests; the lives of chargers and customer service will be a lot easier.

For example: one can be standing at a nest but GPS marks his/her location as across the street from a nest

Furthermore, they also need to understand that releasing birds mainly between the hours of 11 pm - 4am exposes chargers to material personal risk in urban areas especially downtown LA. Not all chargers live in Santa monica.

In closing, do some competitive analysis and adopt innovations from Lime, 24/7 drops and pickups.",8/9/19 10:22
Downtown🥴,https://itunes.apple.com/us/reviews/id18879654,Heather's shizzy,4.46.0,3,Nervous ride through the downtown area,8/9/19 01:50
Deceiving Pricing,https://itunes.apple.com/us/reviews/id1057869381,kelia...,4.46.0,1,"We took 4 scooter rides, all Bird. 3 of the 4 scooters amounted to $14+ dollars, double the expected. Only one scooter came out to the correct amount around $7. We all spent the same time and went the same distance. Very disappointed.",8/8/19 21:39
Best,https://itunes.apple.com/us/reviews/id222624772,zuxy ysjdjduxj,4.46.0,5,Really awesome best thing in Memphis,8/7/19 20:49
Love it but,https://itunes.apple.com/us/reviews/id1057361815,eyoser,4.46.0,5,I love it but would love it more if the price could go down like the bird is like 15 cents per minute but yeah.,8/7/19 17:02
It didn’t let me drop off,https://itunes.apple.com/us/reviews/id756793939,gifhbdkfyjb,4.46.0,3,The app didn’t let me drop off the scooter,8/7/19 15:15
Couldn’t stop ride,https://itunes.apple.com/us/reviews/id430582887,Trowbridgefuckyou,4.46.0,1,I couldn’t cancel the ride when I was done and I waited around for 4 minutes.,8/7/19 07:00
Why so expensive?,https://itunes.apple.com/us/reviews/id407122211,48484827273,4.46.0,2,Consistently the most expensive scooter around. Only time in use this if it is absolutely last resort.,8/7/19 03:46
Worst service ever,https://itunes.apple.com/us/reviews/id584553364,ldt1234,4.46.0,1,Got charged $20 on a $3 ride. Was told I won’t have a refund for another 10 days and received the worst customer service call in my life. The customer service representative couldn’t even remember my name after telling him 5 times and wasn’t even able to transfer me to a manager.,8/7/19 01:00
Complaint,https://itunes.apple.com/us/reviews/id120760811,chavela78,4.46.0,1,The ride was supposed to be $5 dollars and I had a charge on my credit card for $20. I want my money back,8/7/19 00:00
When will bird zero be for sale again?,https://itunes.apple.com/us/reviews/id319621757,Nelson Neuberger,4.46.0,2,I'd love to even purchase the bird two as it looks great from a maintenance perspective. Is $1999 reasonable? I love Bird and am glad with the work they've done,8/6/19 20:36
Zone,https://itunes.apple.com/us/reviews/id635946871,pete90222,4.46.0,5,I had endless are to use it in,8/6/19 18:28
So Much FUN!!,https://itunes.apple.com/us/reviews/id32273365,TNKat5*,4.46.0,5,Best way to get around town and see everything! ❤️,8/6/19 17:50
First Time,https://itunes.apple.com/us/reviews/id22690624,MoDiva77701,4.46.0,5,It was great! Easy to use and fun ride,8/6/19 17:27
First ride,https://itunes.apple.com/us/reviews/id146490726,Bodyguard TJ,4.46.0,5,Just used a bird for the first time and it was fun but I believe that the standing deck should be wider.,8/6/19 14:14
Charged me when my phone died,https://itunes.apple.com/us/reviews/id1056758658,not a fan ...?.?!!!,4.46.0,1,So what am I supposed to do when my phone dies,8/6/19 05:59
Fake or stolen scooter or bad map,https://itunes.apple.com/us/reviews/id405979921,olebogd,4.46.0,1,"I was trying to get 4 scooters in a row in San Francisco, I was following the map, and one scooter was in someone’s home (map was showing me), another wasn’t there, clear sidewalk and map was showing me what scooter exactly there where I was, but no! It wasn’t there. I was walking for 40 minutes to get something, then I just downloaded another scooter app and got the scooter!",8/6/19 02:21
Scam,https://itunes.apple.com/us/reviews/id894744370,ScottReview98,4.46.0,1,"Watch out! They auto charge “credit” onto your account without telling you! I wanted to ride these bikes for a single time and tried as hard as I could to make sure they didn’t force me to preload a balance, and they auto enabled their credit system anyway. I didn’t even know it was allowed for them to charge my card without telling me, and now I am stuck with balance that I can’t redeem or use. Ripoff and not fair.",8/5/19 22:11
Fix me,https://itunes.apple.com/us/reviews/id879350353,ricky1224(,4.46.0,3,The brake did not work well,8/5/19 19:48
Crashes,https://itunes.apple.com/us/reviews/id395605948,Kyle121315,4.45.1,5,App crash when it's loading every time,8/5/19 19:29
App is crashing lately,https://itunes.apple.com/us/reviews/id376285707,Ambiguous Management Group,4.46.0,2,"My bird app has been crashing a lot lately and the last time was after I ended my ride and took a picture. Apparently my ride stayed on for another ten minutes without me knowing. 

Other than that, great service. Love Bird 🤙🏾",8/5/19 18:59
Fun little rides,https://itunes.apple.com/us/reviews/id249561388,big shitzer,4.45.1,5,It get moving pretty good on those things and it funer than walking,8/5/19 18:25
Horrible,https://itunes.apple.com/us/reviews/id1026191137,goldpancake,4.45.1,1,I got after a long time on waiting I went on it and it wouldn’t go fast then 5mph and it was not cheap I was going to get Lime but it said to get this so that is a lie okay so GET lime okay?,8/5/19 02:28
Bird scooter,https://itunes.apple.com/us/reviews/id163654755,R-yeguy,4.45.1,5,The best on the market,8/5/19 02:09
Bird,https://itunes.apple.com/us/reviews/id713682106,dlynntill,4.45.1,5,Awesome scooters that catch speed,8/5/19 00:23
Wow,https://itunes.apple.com/us/reviews/id100335767,Sharmouta,4.45.1,5,Wawaweeewa,8/4/19 21:27
Checks Deposited!,https://itunes.apple.com/us/reviews/id41378295,Wally,4.45.1,5,I didn’t want to lose my auto parking spot but needed to deposit my checks do I can ride more BIRD!! 😎,8/4/19 19:40
do not use these scooters.,https://itunes.apple.com/us/reviews/id400521337,jessthebestttttt,4.45.1,1,bird stole my debit card info and ended up draining my bank account after one ride for about $4. woke up to nothing In my bank account. I currently have a fraud investigation going. I received an e-mail from a random employee yelling at me this morning. do not use this.,8/4/19 17:36
Going out for a rip,https://itunes.apple.com/us/reviews/id872566264,joey8372629236394,4.45.1,5,We went out for a rip there on the scooters bud. It was amazing. The scooters worked nice and are pretty fast!,8/4/19 16:45
Dumb credit policy (they changed their policy),https://itunes.apple.com/us/reviews/id31983153,barlpa,4.45.1,5,"I used bird while I was in San Diego for a conference. I loaded $10 up and scooted all over. On the last day with 2ish dollars left I used a scooter to get back to my hotel and went 20 cents over... and got hit for another $10 non refundable. They aren’t in the city I live in so the credit is going to expire and that is lame. My fault I know but I still feel like it’s trash and other scooter companies don’t do it. So one star!

Update.... They changed the policy and gave me a refund. Yay.",8/4/19 07:49
Loved it!,https://itunes.apple.com/us/reviews/id333109184,Chevpup,4.45.1,5,So fun!!,8/4/19 03:54
Sydrae,https://itunes.apple.com/us/reviews/id1055902981,hjjahehs,4.45.1,5,Awesome,8/4/19 03:37
Dauphin island,https://itunes.apple.com/us/reviews/id685933163,kebola,4.45.1,5,We rode all the way from downtown Atlanta to Buckhead… Definitely the way to do it,8/4/19 02:46
Missing a screw,https://itunes.apple.com/us/reviews/id115371205,Alex23649452,4.45.1,5,"Second screw was very loose and missing a screw on the hand rails, very dangerous",8/4/19 02:10
Use Jump or any competitor instead,https://itunes.apple.com/us/reviews/id127003180,doof64,4.45.1,1,The app is garbage. They will charge you for an extra 5 minutes while you wait for the app to “end your ride”. Breaks were sketchy on the scooters as well.,8/4/19 01:46
Price,https://itunes.apple.com/us/reviews/id141511553,Pauleypoo,4.45.1,5,"Very expensive, 6 blocks $4 San Antonio TX .10 per minute St Louis .23",8/4/19 00:27
Awesome first time experience,https://itunes.apple.com/us/reviews/id1042697322,prabhssingh,4.45.1,5,Wow. What a thriller. Seen the Birds for a long time but never knew it would be so fun.,8/3/19 22:21
Expensive,https://itunes.apple.com/us/reviews/id139510204,Celager12,4.45.1,1,"Ride was expensive and limited ride zones. Rode with other with Uber brand, cost half the price of our ride.",8/3/19 21:41
Problems,https://itunes.apple.com/us/reviews/id557032548,zachipper,4.45.1,2,It continuously told me I was in a no parking zone. I moved it to 3 different corners near other ones and it still told me that. It took a long time to get it to end ride.,8/3/19 20:47
Bird price,https://itunes.apple.com/us/reviews/id500872439,gata_ catracha,4.45.1,1,Too expensive,8/3/19 19:20
Wouldn’t let me end trip and didn’t refund fare,https://itunes.apple.com/us/reviews/id85134693,BirdmanKillinem,4.45.1,1,"The app has a bug where it might not let you end your trip, so the meter keeps ticking. I contacted customer service and they just apologized and offered a bird credit for the estimated fare difference, they didn’t even give a real refund for the difference.",8/3/19 14:14
Do not use this service!,https://itunes.apple.com/us/reviews/id313376284,BEEFCAKESMASH,4.45.1,1,They stole $20 from me buy making me prepay to use their scooter at a time when they had their scooters turned off. The app does not tell you if they are working or not prior to making you pre-pay. I asked for refund as I was not able to use their service and they totally ghosted me. Super shady business practices.,8/3/19 07:42
Fast and FUN!!!,https://itunes.apple.com/us/reviews/id222514919,Zuevsta,4.45.1,5,"Amazing stuff, so fast!!!",8/3/19 07:22
Yay,https://itunes.apple.com/us/reviews/id175925420,izzy loves kandgl101,4.45.1,5,It was better than the line scooter,8/3/19 03:09
1 time,https://itunes.apple.com/us/reviews/id575722065,younerr,4.45.1,5,Great experience,8/2/19 21:46
Awesome,https://itunes.apple.com/us/reviews/id936664222,ndhshjtjdjdjrjfjd,4.45.1,5,Awesome,8/2/19 19:34
Erock1984,https://itunes.apple.com/us/reviews/id48680246,eeock1984,4.45.1,5,Great,8/2/19 02:13
"Don't ""charge""",https://itunes.apple.com/us/reviews/id561922430,mrflippinperfec,4.45.1,1,"Huge waste of time and gas. I've spent more in gas than I made charging AND I had to buy the chargers. They won't give me my money back for the chargers and I can't sell them because other chargers got theirs for free. Even when I went after birds that were ""located"" less than 60 seconds ago they weren't there. And all of this for $3. They don't pay more than $3 even if it's a 0% and hasn't been located in a month. What a joke. I've reached out to support but got no response. I'll be filing a complaint with the BBB. Want a refund for my rider account too",8/2/19 01:11
The worst app ever,https://itunes.apple.com/us/reviews/id1055028009,julie@2129,4.45.0,1,This app is sooo bad. It charged me $20.29 and I did not even move the scooter. I and for a refund and they did not even answer me. Don’t use it!!,8/1/19 19:40
Do it!,https://itunes.apple.com/us/reviews/id949028934,swillig,4.45.0,5,Best time everrrrr,8/1/19 02:49
Excellent fun!,https://itunes.apple.com/us/reviews/id114071894,Apostolic through and through,4.45.0,5,Highly recommend,7/31/19 20:03
Expand the area,https://itunes.apple.com/us/reviews/id267239558,ksnsnskak,4.45.0,3,"How can you not ride to the brightline station or until 2nd ave? 

There are also offices here!",7/31/19 19:08
Absolute DISASTER,https://itunes.apple.com/us/reviews/id974541734,angrydest,4.45.0,1,"I’ve been an avid bird rider for years but the past week has really been a tipping point for me. Half the scooters I’ve unlocked do not work and yet somehow I’m still getting charged for it. Another time this happened, I unlocked a bird not knowing it was parked in a no parking zone (the person who charged it left there) so I unlocked the bird only to find out that I couldn’t ride it because the motor wasn’t working and I couldn’t lock it again because it was still in a restricted area!!! Let me remind you I hadn’t left that spot!! I was on campus so you can only imagine how far this zone extended to. I had to have my boyfriend come pick me up along with the bird to drive it all the way into a suburban area to finally lock it to shut off the timer. I only got a partial refund.",7/31/19 07:26
Easy!,https://itunes.apple.com/us/reviews/id916215023,jenmeetsjay,4.45.0,5,"Fun,fast and super easy to use !!",7/31/19 03:48
Pre-loaded Charges,https://itunes.apple.com/us/reviews/id289806442,AA Kj,4.45.0,1,"As a first time Bird user, I am annoyed to find $20 pre-loaded charges. And no refunds. No option to chose a smaller amount to start. 
I have no Bird scooters in my home city and limited travel opportunities in my future. 
Use Bird only if you will be a regular user. 
As a comparison point, Lime offers a $5 option.",7/31/19 01:53
Slow and glitchy - no customer support,https://itunes.apple.com/us/reviews/id390230868,Seany.boy,4.45.0,1,"Bird has no place charging what they do. Their scooters are way more problematic than Lime or Spin, they rarely have charged batteries or are found in working order. Last time I ride a Bird",7/30/19 19:19
Horrible,https://itunes.apple.com/us/reviews/id132428623,sfherghu,4.45.0,1,The scooter didn’t go the whole time and I had to push it back to the original location to park it!,7/30/19 05:11
Not sure what happened,https://itunes.apple.com/us/reviews/id430919492,Dustinisreviewing,4.45.0,3,"The app doesn’t work with the new scooters. Pretty bummed and getting tired of trying. Every one of them says it needs me to enter the code, then fails once I do. :(",7/30/19 02:09
Don’t trust this App,https://itunes.apple.com/us/reviews/id85553383,Tuuvok666,4.45.0,1,"I had a credit of Five bucks, it magically vanished....",7/30/19 02:02
Bird,https://itunes.apple.com/us/reviews/id361830553,brice wade,4.45.0,5,So fun so fast,7/29/19 23:53
Bird won’t work and won’t let me end my ride either,https://itunes.apple.com/us/reviews/id39621936,T-Bone SDC,4.45.0,1,"I tried to use a bird, but the motor didn’t work. Then I tried to end my ride, but I wasn’t allowed because I was in a “no bird area” even though it’s right where I got the bird! And also, the street is marked for scooter parking! So the meter kept going and going and I couldn’t do anything about it! Charged for nothing but a headache. Never using this again.",7/29/19 23:03
Wooooooo!,https://itunes.apple.com/us/reviews/id163170879,Juan Carlos Cadillac Alvarado,4.45.0,5,Wooooooooo!,7/29/19 19:15
"It was easier to ride bird in Paris,  the security protocol in Spain made the experience stressful",https://itunes.apple.com/us/reviews/id237301086,yetitej,4.45.0,1,Don’t know if I’ll get another bird in Barcelona. My scooter didn’t work properly,7/29/19 19:11
Promo Code Option Missing From Payment,https://itunes.apple.com/us/reviews/id8386930,iTunesFan2008,4.44.0,1,I keep getting coupons but you guys removed the option to add a promo code on the payment page. It’s been missing for months I’ve tried deleting and reinstalling the app doesn’t fix it can you guys please fix this issue.,7/29/19 17:14
